,Price,Brand,Model,Edition,Year,Mileage
2714,12000000,Toyota,CHR,NGX50,2019,65000
2715,18000000,Toyota,CHR,NGX50,2018,16000
2716,13500000,Toyota,CHR,NGX50,2018,17500
2717,13800000,Toyota,CHR,NGX50,2018,33270
2718,13500000,Toyota,CHR,NGX50,2017,25000
2719,14200000,Toyota,CHR,NGX50,2018,30000
2720,14900000,Toyota,CHR,NGX50,2018,55000
2721,17500000,Toyota,CHR,NGX50,2020,17000
2722,11800000,Toyota,CHR,NGX50,2017,60000
2723,13000000,Toyota,CHR,NGX50,2019,11500
2724,11500000,Toyota,CHR,NGX50,2017,26000
2725,13150000,Toyota,CHR,NGX50,2017,40000
2726,12850000,Toyota,CHR,NGX50,2018,54000
2727,13900000,Toyota,CHR,NGX50,2018,16800
2728,15500000,Toyota,CHR,NGX50,2019,16000
2729,15000000,Toyota,CHR,NGX50,2020,10000
2730,14500000,Toyota,CHR,NGX50,2019,9000
2731,13000000,Toyota,CHR,NGX50,2018,18100
2732,13000000,Toyota,CHR,NGX50,2017,27000
2733,13450000,Toyota,CHR,NGX50,2018,14000
2734,12750000,Toyota,CHR,NGX50,2017,74000
2735,13800000,Toyota,CHR,NGX50,2017,29000
2736,17000000,Toyota,CHR,NGX50,2018,38458
2737,14400000,Toyota,CHR,NGX50,2018,28000
2738,1320000,Toyota,CHR,NGX50,2018,23830
2739,11500000,Toyota,CHR,NGX50,2017,92
2740,16500000,Toyota,CHR,NGX50,2019,15000
2741,13500000,Toyota,CHR,NGX50,2018,30000
2742,13990000,Toyota,CHR,NGX50,2019,39800
2743,15500000,Toyota,CHR,NGX50,2017,79083
2744,14400000,Toyota,CHR,NGX50,2018,19000
2745,17500000,Toyota,CHR,NGX50,2020,15000
2746,13850000,Toyota,CHR,NGX50,2018,48200
2747,15000000,Toyota,CHR,NGX50,2018,40000
2748,15500000,Toyota,CHR,NGX50,2018,30000
2749,14950000,Toyota,CHR,NGX50,2018,30500
2750,12500000,Toyota,CHR,NGX50,2016,19000
2751,12800000,Toyota,CHR,NGX50,2017,30000
2752,14700000,Toyota,CHR,NGX50,2018,65000
2753,16000000,Toyota,CHR,NGX50,2020,14000
2754,14300000,Toyota,CHR,NGX50,2018,31780
2755,14200000,Toyota,CHR,NGX50,2018,25500
2756,16200000,Toyota,CHR,NGX50,2019,21000
2757,14750000,Toyota,CHR,NGX50,2018,16500
2758,16500000,Toyota,CHR,NGX50,2020,27000
2759,18800000,Toyota,CHR,NGX50,2020,31000
2760,14750000,Toyota,CHR,NGX50,2018,31000
2761,12890000,Toyota,CHR,NGX50,2017,75000
2762,15100000,Toyota,CHR,NGX50,2018,40000
2763,14200000,Toyota,CHR,NGX50,2017,50000
2764,15200000,Toyota,CHR,NGX50,2018,16000
2765,13700000,Toyota,CHR,NGX50,2018,42000
2766,11000000,Toyota,CHR,NGX50,2017,27000
2767,14000000,Toyota,CHR,NGX50,2018,45000
2768,15550000,Toyota,CHR,NGX50,2019,21000
2769,16400000,Toyota,CHR,NGX50,2018,31000
2770,14500000,Toyota,CHR,NGX50,2018,40000
2771,14400000,Toyota,CHR,NGX50,2018,30000
2772,17500000,Toyota,CHR,NGX50,2019,20600
2773,13200000,Toyota,CHR,NGX50,2016,50000
2774,13800000,Toyota,CHR,NGX50,2017,7800
2775,14900000,Toyota,CHR,NGX50,2018,21000
2776,14950000,Toyota,CHR,NGX50,2018,40000
2777,14500000,Toyota,CHR,NGX50,2017,43500
2778,13500000,Toyota,CHR,NGX50,2017,26000
2779,12750000,Toyota,CHR,NGX50,2019,24000
2780,12750000,Toyota,CHR,NGX50,2019,24000
2781,7800000,Toyota,Vitz,F Grade,2017,29000
2782,7300000,Toyota,Vitz,F Grade,2016,43900
2783,7050000,Toyota,Vitz,F Grade,2016,19170
2784,5575000,Toyota,Vitz,F Grade,2010,81000
2785,7350000,Toyota,Vitz,F Grade,2017,28000
2786,6390000,Toyota,Vitz,F Grade,2015,57000
2787,8250000,Toyota,Vitz,F Grade,2018,25000
2788,3375000,Toyota,Vitz,F Grade,2000,116000
2789,6720000,Toyota,Vitz,F Grade,2015,57750
2790,6975000,Toyota,Vitz,F Grade,2016,56000
2791,9200000,Toyota,Vitz,F Grade,2019,15000
2792,7950000,Toyota,Vitz,F Grade,2017,20000
2793,4875000,Toyota,Vitz,F Grade,2008,96000
2794,8850000,Toyota,Vitz,F Grade,2019,23000
2795,8300000,Toyota,Vitz,F Grade,2018,33000
2796,7395000,Toyota,Vitz,F Grade,2018,49500
2797,8400000,Toyota,Vitz,F Grade,2018,22000
2798,9750000,Toyota,Vitz,F Grade,2019,13500
2799,7150000,Toyota,Vitz,F Grade,2016,46000
2800,8275000,Toyota,Vitz,F Grade,2018,8254
2801,8900000,Toyota,Vitz,F Grade,2019,10000
2802,7500000,Toyota,Vitz,F Grade,2017,32000
2803,4850000,Toyota,Vitz,F Grade,2008,89700
2804,3700000,Toyota,Vitz,F Grade,2000,199219
2805,6875000,Toyota,Vitz,F Grade,2017,80000
2806,8100000,Toyota,Vitz,F Grade,2017,49450
2807,3200000,Toyota,Vitz,F Grade,2002,128000
2808,7000000,Toyota,Vitz,F Grade,2015,49630
2809,6625000,Toyota,Vitz,F Grade,2016,42413
2810,4100000,Toyota,Vitz,F Grade,2007,127347
2811,9350000,Toyota,Vitz,F Grade,2019,10000
2812,4385000,Toyota,Vitz,F Grade,2005,120000
2813,8450000,Toyota,Vitz,F Grade,2017,44000
2814,6400000,Toyota,Vitz,F Grade,2016,43500
2815,4900000,Toyota,Vitz,F Grade,2007,103000
2816,69000000,Toyota,Vitz,F Grade,2016,20000
2817,8450000,Toyota,Vitz,F Grade,2018,38600
2818,8100000,Toyota,Vitz,F Grade,2017,63405
2819,4950000,Toyota,Vitz,F Grade,2007,130000
2820,7250000,Toyota,Vitz,F Grade,2017,40000
2821,7950000,Toyota,Vitz,F Grade,2016,62000
2822,7000000,Toyota,Vitz,F Grade,2017,25000
2823,5625000,Toyota,Vitz,F Grade,2009,95000
2824,9200000,Toyota,Vitz,F Grade,2018,21000
2825,7600000,Toyota,Vitz,F Grade,2016,49000
2826,5300000,Toyota,Vitz,F Grade,2008,55000
2827,6950000,Toyota,Vitz,F Grade,2016,20000
2828,8250000,Toyota,Vitz,F Grade,2019,46000
2829,5245000,Toyota,Vitz,F Grade,2007,102455
2830,8285000,Toyota,Vitz,F Grade,2018,52500
2831,7200000,Toyota,Vitz,F Grade,2016,82000
2832,6800000,Toyota,Vitz,F Grade,2016,39600
2833,9125000,Toyota,Vitz,F Grade,2018,5400
2834,4825000,Toyota,Vitz,F Grade,2007,128000
2835,5560000,Toyota,Vitz,F Grade,2008,117000
2836,7050000,Toyota,Vitz,F Grade,2016,31200
2837,5800000,Toyota,Vitz,F Grade,2015,66720
2838,6600000,Toyota,Vitz,F Grade,2016,29000
2839,4775000,Toyota,Vitz,F Grade,2007,121000
2840,7975000,Toyota,Vitz,F Grade,2015,89000
2841,8350000,Toyota,Vitz,F Grade,2018,24000
2842,8000000,Toyota,Vitz,F Grade,2017,29000
2843,4950000,Toyota,Vitz,F Grade,2007,170000
2844,6700000,Toyota,Vitz,F Grade,2016,37000
2845,4750000,Toyota,Vitz,F Grade,2006,12500
2846,8300000,Toyota,Vitz,F Grade,2017,7700
2847,6650000,Toyota,Vitz,F Grade,2015,69780
2848,7200000,Toyota,Vitz,F Grade,2015,58000
2849,5365000,Toyota,Vitz,F Grade,2007,100400
2850,4950000,Toyota,Vitz,F Grade,2007,170000
2851,4990000,Toyota,Vitz,F Grade,2007,87000
2852,7990000,Toyota,Vitz,F Grade,2018,32000
2853,8190000,Toyota,Vitz,F Grade,2018,22586
2854,6990000,Toyota,Vitz,F Grade,2016,47000
2855,8290000,Toyota,Vitz,F Grade,2018,30713
2856,5950000,Toyota,Vitz,F Grade,2009,137000
2857,6895000,Toyota,Vitz,F Grade,2016,42000
2858,3150000,Toyota,Vitz,F Grade,2000,180000
2859,9490000,Toyota,Vitz,F Grade,2019,28000
2860,8300000,Toyota,Vitz,F Grade,2018,45000
2861,5985000,Toyota,Vitz,F Grade,2011,68000
2862,7200000,Toyota,Vitz,F Grade,2016,22800
2863,7400000,Toyota,Vitz,F Grade,2018,26000
2864,9650000,Toyota,Vitz,F Grade,2018,5400
2865,3300000,Toyota,Vitz,F Grade,2000,125000
2866,9000000,Toyota,Vitz,F Grade,2018,37500
2867,6900000,Toyota,Vitz,F Grade,2016,40000
2868,9495000,Toyota,Vitz,F Grade,2018,8200
2869,9495000,Toyota,Vitz,F Grade,2018,8200
2870,9350000,Toyota,Vitz,F Grade,2017,9100
2871,9495000,Toyota,Vitz,F Grade,2018,6700
2872,6890000,Toyota,Vitz,F Grade,2015,136223
2873,8600000,Toyota,Vitz,F Grade,2019,12200
2874,7290000,Toyota,Vitz,F Grade,2016,56297
2875,7650000,Toyota,Vitz,F Grade,2017,26908
2876,7550000,Toyota,Vitz,F Grade,2017,56664
2877,4990000,Toyota,Vitz,F Grade,2007,131586
2878,7490000,Toyota,Vitz,F Grade,2018,16000
2879,4995000,Toyota,Vitz,F Grade,2007,110000
2880,7800000,Toyota,Vitz,F Grade,2017,3000
2881,6650000,Toyota,Vitz,F Grade,2016,42000
2882,5875000,Toyota,Vitz,F Grade,2007,108000
2883,9100000,Toyota,Vitz,F Grade,2018,11000
2884,8975000,Toyota,Vitz,F Grade,2018,18805
2885,8100000,Toyota,Vitz,F Grade,2017,35050
2886,7200000,Toyota,Vitz,F Grade,2017,40000
2887,6350000,Toyota,Vitz,F Grade,2016,70000
2888,6850000,Toyota,Vitz,F Grade,2015,61000
2889,8400000,Toyota,Vitz,F Grade,2017,18000
2890,5200000,Toyota,Vitz,F Grade,2008,98000
2891,6600000,Toyota,Vitz,F Grade,2015,53558
2892,6950000,Toyota,Vitz,F Grade,2016,40000
2893,8990000,Toyota,Vitz,F Grade,2019,32330
2894,4675000,Toyota,Vitz,F Grade,2007,103000
2895,7800000,Toyota,Vitz,F Grade,2017,26000
2896,7275000,Toyota,Vitz,F Grade,2017,38000
2897,4700000,Toyota,Vitz,F Grade,2007,126300
2898,8000000,Toyota,Vitz,F Grade,2019,30700
2899,6350000,Toyota,Vitz,F Grade,2015,52000
2900,7150000,Toyota,Vitz,F Grade,2016,82000
2901,7825000,Toyota,Vitz,F Grade,2017,27000
2902,6925000,Toyota,Vitz,F Grade,2015,71000
2903,5000000,Toyota,Vitz,F Grade,2009,117000
2904,7875000,Toyota,Vitz,F Grade,2018,67500
2905,7750000,Toyota,Vitz,F Grade,2017,43000
2906,7490000,Toyota,Vitz,F Grade,2015,40100
2907,7890000,Toyota,Vitz,F Grade,2018,3000
2908,6900000,Toyota,Vitz,F Grade,2015,34000
2909,8800000,Toyota,Vitz,F Grade,2019,4100
2910,7900000,Toyota,Vitz,F Grade,2017,46500
2911,6950000,Toyota,Vitz,F Grade,2016,43000
2912,8350000,Toyota,Vitz,F Grade,2018,39000
2913,5470000,Toyota,Vitz,F Grade,2008,109431
2914,5390000,Toyota,Vitz,F Grade,2013,93000
2915,6650000,Toyota,Vitz,F Grade,2016,51000
2916,4425000,Toyota,Vitz,F Grade,2005,102000
2917,8490000,Toyota,Vitz,F Grade,2018,29000
2918,6750000,Toyota,Vitz,F Grade,2016,42000
2919,8275000,Toyota,Vitz,F Grade,2019,55000
2920,8200000,Toyota,Vitz,F Grade,2019,16000
2921,6600000,Toyota,Vitz,F Grade,2015,66900
2922,8000000,Toyota,Vitz,F Grade,2018,25000
2923,9750000,Toyota,Vitz,F Grade,2018,13735
2924,9050000,Toyota,Vitz,F Grade,2017,14815
2925,8750000,Toyota,Vitz,F Grade,2017,23450
2926,8400000,Toyota,Vitz,F Grade,2018,32924
2927,7250000,Toyota,Vitz,F Grade,2016,70000
2928,8750000,Toyota,Vitz,F Grade,2018,23596
2929,10200000,Toyota,Vitz,F Grade,2019,9517
2930,8225000,Toyota,Vitz,F Grade,2017,19900
2931,4100000,Toyota,Vitz,F Grade,2007,127347
2932,7300000,Toyota,Vitz,F Grade,2017,47000
2933,8800000,Toyota,Vitz,F Grade,2019,9600
2934,7950000,Toyota,Vitz,F Grade,2017,13100
2935,7625000,Toyota,Vitz,F Grade,2017,35000
2936,7230000,Toyota,Vitz,F Grade,2016,38775
2937,7975000,Toyota,Vitz,F Grade,2018,35000
2938,6200000,Toyota,Vitz,F Grade,2016,43000
2939,4650000,Toyota,Vitz,F Grade,2007,81000
2940,6600000,Toyota,Vitz,F Grade,2015,47000
2941,7900000,Toyota,Vitz,F Grade,2017,39000
2942,3200000,Toyota,Vitz,F Grade,2000,161000
2943,5375000,Toyota,Vitz,F Grade,2008,270000
2944,6850000,Toyota,Vitz,F Grade,2016,70000
2945,4550000,Toyota,Vitz,F Grade,2007,115000
2946,8200000,Toyota,Vitz,F Grade,2018,3950
2947,6500000,Toyota,Vitz,F Grade,2016,40000
2948,8500000,Toyota,Vitz,F Grade,2018,52000
2949,8450000,Toyota,Vitz,F Grade,2018,16500
2950,9500000,Toyota,Vitz,F Grade,2019,5964
2951,4850000,Toyota,Vitz,F Grade,2007,55584
2952,5450000,Toyota,Vitz,F Grade,2009,140000
2953,7475000,Toyota,Vitz,F Grade,2017,58000
2954,4850000,Toyota,Vitz,F Grade,2008,130000
2955,7800000,Toyota,Vitz,F Grade,2017,53000
2956,9150000,Toyota,Vitz,F Grade,2019,5000
2957,8250000,Toyota,Vitz,F Grade,2018,38000
2958,7650000,Toyota,Vitz,F Grade,2016,53000
2959,8500000,Toyota,Vitz,F Grade,2018,20000
2960,6990000,Toyota,Vitz,F Grade,2015,47800
2961,6600000,Toyota,Vitz,F Grade,2016,37000
2962,7895000,Toyota,Vitz,F Grade,2017,24000
2963,7260000,Toyota,Vitz,F Grade,2015,59487
2964,6500000,Toyota,Vitz,F Grade,2008,87000
2965,8690000,Toyota,Vitz,F Grade,2018,33000
2966,6385000,Toyota,Vitz,F Grade,2015,52000
2967,8950000,Toyota,Vitz,F Grade,2018,36000
2968,6985000,Toyota,Vitz,F Grade,2016,58520
2969,8600000,Toyota,Vitz,F Grade,2018,36000
2970,4650000,Toyota,Vitz,F Grade,2008,186000
2971,5275000,Toyota,Vitz,F Grade,2010,80900
2972,5650000,Toyota,Vitz,F Grade,2008,117000
2973,7800000,Toyota,Vitz,F Grade,2018,49200
2974,6750000,Toyota,Vitz,F Grade,2016,57857
2975,8150000,Toyota,Vitz,F Grade,2018,22500
2976,9875000,Toyota,Vitz,F Grade,2020,8725
2977,9700000,Toyota,Vitz,F Grade,2018,10684
2978,6650000,Toyota,Vitz,F Grade,2015,50900
2979,8500000,Toyota,Vitz,F Grade,2019,24000
2980,7500000,Toyota,Vitz,F Grade,2017,43000
2981,7800000,Toyota,Vitz,F Grade,2017,38000
2982,8825000,Toyota,Vitz,F Grade,2018,32000
2983,7400000,Toyota,Vitz,F Grade,2015,56000
2984,5350000,Toyota,Vitz,F Grade,2008,83000
2985,5100000,Toyota,Vitz,F Grade,2009,68000
2986,8500000,Toyota,Vitz,F Grade,2016,21400
2987,6550000,Toyota,Vitz,F Grade,2015,38346
2988,5245000,Toyota,Vitz,F Grade,2010,80900
2989,5250000,Toyota,Vitz,F Grade,2007,108690
2990,6650000,Toyota,Vitz,F Grade,2016,78000
2991,6885000,Toyota,Vitz,F Grade,2015,42000
2992,9800000,Toyota,Vitz,F Grade,2019,13300
2993,7425000,Toyota,Vitz,F Grade,2018,40000
2994,6750000,Toyota,Vitz,F Grade,2015,56941
2995,9475000,Toyota,Vitz,F Grade,2019,13000
2996,3000000,Toyota,Vitz,F Grade,2000,146000
2997,9350000,Toyota,Vitz,F Grade,2019,15245
2998,6950000,Toyota,Vitz,F Grade,2015,65000
2999,5600000,Toyota,Vitz,F Grade,2008,117000
3000,8550000,Toyota,Vitz,F Grade,2019,40500
3001,5075000,Toyota,Vitz,F Grade,2007,91000
3002,8000000,Toyota,Vitz,F Grade,2018,30300
3003,8600000,Toyota,Vitz,F Grade,2018,34000
3004,7600000,Toyota,Vitz,F Grade,2017,45000
3005,7900000,Toyota,Vitz,F Grade,2018,36000
3006,4925000,Toyota,Vitz,F Grade,2007,124999
3007,7800000,Toyota,Vitz,F Grade,2017,40000
3008,9390000,Toyota,Vitz,F Grade,2019,28294
3009,8900000,Toyota,Vitz,F Grade,2018,23400
3010,4850000,Toyota,Vitz,F Grade,2007,130000
3011,6550000,Toyota,Vitz,F Grade,2016,96400
3012,6650000,Toyota,Vitz,F Grade,2015,78000
3013,8000000,Toyota,Vitz,F Grade,2015,51000
3014,7950000,Toyota,Vitz,F Grade,2016,59000
3015,5695000,Toyota,Vitz,F Grade,2010,87000
3016,5495000,Toyota,Vitz,F Grade,2009,80000
3017,7195000,Toyota,Vitz,F Grade,2016,82000
3018,6550000,Toyota,Vitz,F Grade,2016,51000
3019,7600000,Toyota,Vitz,F Grade,2016,28000
3020,7125000,Toyota,Vitz,F Grade,2016,35000
3021,7150000,Toyota,Vitz,F Grade,2016,53500
3022,5550000,Toyota,Vitz,F Grade,2008,51000
3023,4690000,Toyota,Vitz,F Grade,2006,105000
3024,7600000,Toyota,Vitz,F Grade,2016,54000
3025,8500000,Toyota,Vitz,F Grade,2017,58000
3026,9685000,Toyota,Vitz,F Grade,2018,58000
3027,6475000,Toyota,Vitz,F Grade,2015,45100
3028,6850000,Toyota,Vitz,F Grade,2016,58000
3029,8800000,Toyota,Vitz,F Grade,2019,24000
3030,8200000,Toyota,Vitz,F Grade,2017,29000
3031,8150000,Toyota,Vitz,F Grade,2017,19800
3032,6000000,Toyota,Vitz,F Grade,2008,140000
3033,5400000,Toyota,Vitz,F Grade,2008,154000
3034,7450000,Toyota,Vitz,F Grade,2017,31000
3035,7000000,Toyota,Vitz,F Grade,2016,43000
3036,8990000,Toyota,Vitz,F Grade,2017,28000
3037,7000000,Toyota,Vitz,F Grade,2016,32300
3038,9600000,Toyota,Vitz,F Grade,2019,30000
3039,6750000,Toyota,Vitz,F Grade,2016,43700
3040,9775000,Toyota,Vitz,F Grade,2018,32000
3041,6600000,Toyota,Vitz,F Grade,2016,41700
3042,8985000,Toyota,Vitz,F Grade,2018,10500
3043,8425000,Toyota,Vitz,F Grade,2018,23532
3044,7000000,Toyota,Vitz,F Grade,2016,40000
3045,7000000,Toyota,Vitz,F Grade,2015,67000
3046,8800000,Toyota,Vitz,F Grade,2018,16000
3047,6350000,Toyota,Vitz,F Grade,2013,65000
3048,7950000,Toyota,Vitz,F Grade,2018,40000
3049,8450000,Toyota,Vitz,F Grade,2017,32000
3050,5190000,Toyota,Vitz,F Grade,2008,87000
3051,6980000,Toyota,Vitz,F Grade,2016,68800
3052,8300000,Toyota,Vitz,F Grade,2017,29000
3053,8250000,Toyota,Vitz,F Grade,2016,51000
3054,7600000,Toyota,Vitz,F Grade,2017,80000
3055,7000000,Toyota,Vitz,F Grade,2016,78000
3056,7500000,Toyota,Vitz,F Grade,2016,32476
3057,6700000,Toyota,Vitz,F Grade,2015,52275
3058,7750000,Toyota,Vitz,F Grade,2016,58000
3059,7150000,Toyota,Vitz,F Grade,2015,73197
3060,7275000,Toyota,Vitz,F Grade,2016,63500
3061,7900000,Toyota,Vitz,F Grade,2017,39700
3062,8025000,Toyota,Vitz,F Grade,2017,35000
3063,8250000,Toyota,Vitz,F Grade,2018,43000
3064,7500000,Toyota,Vitz,F Grade,2016,9400
3065,6000000,Toyota,Vitz,F Grade,2008,123000
3066,7400000,Toyota,Vitz,F Grade,2015,80000
3067,8600000,Toyota,Vitz,F Grade,2017,63513
3068,4475000,Toyota,Vitz,F Grade,2005,133000
3069,5500000,Toyota,Vitz,F Grade,2008,90000
3070,9850000,Toyota,Vitz,F Grade,2019,26000
3071,6700000,Toyota,Vitz,F Grade,2016,43000
3072,6500000,Toyota,Vitz,F Grade,2010,75000
3073,7990000,Toyota,Vitz,F Grade,2017,22000
3074,7850000,Toyota,Vitz,F Grade,2017,36000
3075,7350000,Toyota,Vitz,F Grade,2016,30000
3076,7900000,Toyota,Vitz,F Grade,2019,29000
3077,9800000,Toyota,Vitz,F Grade,2019,9600
3078,8450000,Toyota,Vitz,F Grade,2018,41700
3079,8240000,Toyota,Vitz,F Grade,2016,68000
3080,8000000,Toyota,Vitz,F Grade,2018,52500
3081,7300000,Toyota,Vitz,F Grade,2015,37720
3082,5950000,Toyota,Vitz,F Grade,2007,175000
3083,7200000,Toyota,Vitz,F Grade,2015,39000
3084,7400000,Toyota,Vitz,F Grade,2016,60500
3085,6900000,Toyota,Vitz,F Grade,2015,39134
3086,4800000,Toyota,Vitz,F Grade,2008,93000
3087,6990000,Toyota,Vitz,F Grade,2015,56000
3088,7300000,Toyota,Vitz,F Grade,2016,49000
3089,5990000,Toyota,Vitz,F Grade,2008,51000
3090,7200000,Toyota,Vitz,F Grade,2015,37000
3091,8850000,Toyota,Vitz,F Grade,2018,17000
3092,9875000,Toyota,Vitz,F Grade,2019,15534
3093,8300000,Toyota,Vitz,F Grade,2015,61500
3094,5390000,Toyota,Vitz,F Grade,2008,96810
3095,7150000,Toyota,Vitz,F Grade,2016,42000
3096,5075000,Toyota,Vitz,F Grade,2008,74000
3097,8350000,Toyota,Vitz,F Grade,2018,15774
3098,8525000,Toyota,Vitz,F Grade,2018,32000
3099,7350000,Toyota,Vitz,F Grade,2015,92000
3100,7650000,Toyota,Vitz,F Grade,2016,76000
3101,5200000,Toyota,Vitz,F Grade,2008,95000
3102,6700000,Toyota,Vitz,F Grade,2015,56585
3103,7000000,Toyota,Vitz,F Grade,2015,45900
3104,8400000,Toyota,Vitz,F Grade,2018,37000
3105,7650000,Toyota,Vitz,F Grade,2016,34500
3106,6050000,Toyota,Vitz,F Grade,2009,103000
3107,8150000,Toyota,Vitz,F Grade,2017,70000
3108,7800000,Toyota,Vitz,F Grade,2017,33000
3109,9500000,Toyota,Vitz,F Grade,2019,7633
3110,8950000,Toyota,Vitz,F Grade,2017,74000
3111,8650000,Toyota,Vitz,F Grade,2018,40000
3112,9500000,Toyota,Vitz,F Grade,2018,5800
3113,8975000,Toyota,Vitz,F Grade,2018,18000
3114,9850000,Toyota,Vitz,F Grade,2019,33000
3115,8490000,Toyota,Vitz,F Grade,2016,90000
3116,8950000,Toyota,Vitz,F Grade,2017,52000
3117,8900000,Toyota,Vitz,F Grade,2018,9750
3118,7400000,Toyota,Vitz,F Grade,2015,49500
3119,5200000,Toyota,Vitz,F Grade,2008,97000
3120,4850000,Toyota,Vitz,F Grade,2007,102000
3121,7200000,Toyota,Vitz,F Grade,2015,39000
3122,5340000,Toyota,Vitz,F Grade,2007,108000
3123,7875000,Toyota,Vitz,F Grade,2017,29000
3124,4775000,Toyota,Vitz,F Grade,2008,95000
3125,4750000,Toyota,Vitz,F Grade,2007,94600
3126,8800000,Toyota,Vitz,F Grade,2018,24370
3127,8000000,Toyota,Vitz,F Grade,2015,58000
3128,8650000,Toyota,Vitz,F Grade,2018,27000
3129,9350000,Toyota,Vitz,F Grade,2017,14000
3130,9495000,Toyota,Vitz,F Grade,2018,6500
3131,6000000,Toyota,Vitz,F Grade,2008,130000
3132,8950000,Toyota,Vitz,F Grade,2015,60000
3133,4750000,Toyota,Vitz,F Grade,2007,97000
3134,5075000,Toyota,Vitz,F Grade,2008,82000
3135,7500000,Toyota,Vitz,F Grade,2016,66000
3136,8250000,Toyota,Vitz,F Grade,2017,30000
3137,5675000,Toyota,Vitz,F Grade,2008,85000
3138,7500000,Toyota,Vitz,F Grade,2017,34000
3139,3675000,Toyota,Vitz,F Grade,2002,122000
3140,9550000,Toyota,Vitz,F Grade,2019,24900
3141,7900000,Toyota,Vitz,F Grade,2017,53000
3142,10100000,Toyota,Vitz,F Grade,2019,11000
3143,5190000,Toyota,Vitz,F Grade,2008,90000
3144,5750000,Toyota,Vitz,F Grade,2007,98000
3145,5075000,Toyota,Vitz,F Grade,2010,76300
3146,5500000,Toyota,Vitz,F Grade,2010,82500
3147,5950000,Toyota,Vitz,F Grade,2009,85000
3148,5175000,Toyota,Vitz,F Grade,2009,100000
3149,5075000,Toyota,Vitz,F Grade,2008,105000
3150,7500000,Toyota,Vitz,F Grade,2017,35000
3151,5575000,Toyota,Vitz,F Grade,2008,99000
3152,4890000,Toyota,Vitz,F Grade,2009,100000
3153,6885000,Toyota,Vitz,F Grade,2016,54000
3154,7825000,Toyota,Vitz,F Grade,2018,55200
3155,9100000,Toyota,Vitz,F Grade,2019,13000
3156,9495000,Toyota,Vitz,F Grade,2018,11875
3157,9475000,Toyota,Vitz,F Grade,2019,4000
3158,5750000,Toyota,Vitz,F Grade,2007,153000
3159,5000000,Toyota,Vitz,F Grade,2009,96000
3160,9495000,Toyota,Vitz,F Grade,2018,6780
3161,7350000,Toyota,Vitz,F Grade,2018,26000
3162,4890000,Toyota,Vitz,F Grade,2015,64576
3163,5125000,Toyota,Vitz,F Grade,2016,56680
3164,5050000,Toyota,Vitz,F Grade,2016,103000
3165,6775000,Toyota,Vitz,F Grade,2019,9000
3166,5900000,Toyota,Vitz,F Grade,2017,34000
3167,3650000,Toyota,Vitz,F Grade,2007,174000
3168,4800000,Toyota,Vitz,F Grade,2015,35900
3169,3760000,Toyota,Vitz,F Grade,2008,138000
3170,3675000,Toyota,Vitz,F Grade,2007,136110
3171,5790000,Toyota,Vitz,F Grade,2017,59000
3172,3850000,Toyota,Vitz,F Grade,2007,95000
3173,2785000,Toyota,Vitz,F Grade,2000,123000
3174,7550000,Toyota,Vitz,F Grade,2019,7990
3175,6090000,Toyota,Vitz,F Grade,2018,56000
3176,2525000,Toyota,Vitz,F Grade,1999,220000
3177,2725000,Toyota,Vitz,F Grade,2000,145000
3178,6775000,Toyota,Vitz,F Grade,2019,9000
3179,6450000,Toyota,Vitz,F Grade,2017,21800
3180,5800000,Toyota,Vitz,F Grade,2017,16782
3181,5150000,Toyota,Vitz,F Grade,2016,53200
3182,4825000,Toyota,Vitz,F Grade,2015,84000
3183,6058000,Toyota,Vitz,F Grade,2018,29800
3184,4575000,Toyota,Vitz,F Grade,2014,84900
3185,5975000,Toyota,Vitz,F Grade,2018,17000
3186,5150000,Toyota,Vitz,F Grade,2015,59500
3187,5925000,Toyota,Vitz,F Grade,2017,47000
3188,3550000,Toyota,Vitz,F Grade,2005,102000
3189,3825000,Toyota,Vitz,F Grade,2007,134102
3190,990,Toyota,Vitz,F Grade,2010,112140
3191,5025000,Toyota,Vitz,F Grade,2016,42000
3192,5475000,Toyota,Vitz,F Grade,2016,52077
3193,3690000,Toyota,Vitz,F Grade,2007,96000
3194,4400000,Toyota,Vitz,F Grade,2011,95000
3195,3775000,Toyota,Vitz,F Grade,2007,140000
3196,4850000,Toyota,Vitz,F Grade,2017,39874
3197,5195000,Toyota,Vitz,F Grade,2016,43000
3198,6175000,Toyota,Vitz,F Grade,2018,23000
3199,5375000,Toyota,Vitz,F Grade,2016,49000
3200,6200000,Toyota,Vitz,F Grade,2018,21000
3201,5020000,Toyota,Vitz,F Grade,2015,43000
3202,6795000,Toyota,Vitz,F Grade,2018,6600
3203,3790000,Toyota,Vitz,F Grade,2007,89560
3204,5740000,Toyota,Vitz,F Grade,2017,33000
3205,6600000,Toyota,Vitz,F Grade,2019,27690
3206,3600000,Toyota,Vitz,F Grade,2006,90000
3207,6650000,Toyota,Vitz,F Grade,2019,19900
3208,6075000,Toyota,Vitz,F Grade,2018,33000
3209,3900000,Toyota,Vitz,F Grade,2008,93345
3210,6400000,Toyota,Vitz,F Grade,2018,10000
3211,6190000,Toyota,Vitz,F Grade,2018,46027
3212,4395000,Toyota,Vitz,F Grade,2010,87000
3213,6150000,Toyota,Vitz,F Grade,2018,13900
3214,6250000,Toyota,Vitz,F Grade,2018,37000
